image_path,Adventure,Fantasy,Historical,Isekai,Mystery,Romance,School,SF,sports,Supernatural
./images/Historical/Heureka_909.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Hi Izuru Tokoro no Tenshi_468.jpg,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Hi no Matoi_603.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Hi no Tori Shoujo Clubban_437.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Hidamari no Ki_549.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Hikari no Pansy_669.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Hikoutei Jidai_660.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Hinata no Ookami Shinsengumi Kidan_721.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Hinemosu Notari Nikki_620.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Hira Hira_807.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Historie_694.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Hitler_481.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Hitori de Yoru wa Koerarenai_380.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Hoankan Evans no Uso Dead or Love_341.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Hokusai_439.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Home_450.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Honoo no Mirage_328.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Honorable Baek Dong Soo_905.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Hontou ni Yasashii_776.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Horizon_437.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Horobishi Kemonotachi no Umi_222.jpg,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Hoshi wo Ou Kodomo Agartha no Shounen_770.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Hoshi yo Oka yo Fuyu no Ao yo_205.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Hoshigari na Kimi to Futsutsuka na Boku_332.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Hotaru no Yomeiri_210.jpg,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
./images/Historical/Housekishou no Maid_671.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Hua Hua You Long_438.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Hua Qian_594.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Hyakka Ryouran Samurai Girls_314.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Hyakki Yakoushou_462.jpg,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
./images/Historical/Hyaku Monogatari_416.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Hybrid Child_962.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Hyouge Mono_150.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Ibara no Okite_491.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Ibitte Konai Gibo to Gishi_939.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Ichigeki_377.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Ichigo no Yume Shimatsuya Risuke no Kaii Jikenchou_161.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Ijimetai hodo Aishiteru_208.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Ijippari Love Panic_353.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Ikemen Sengoku Tenkabito no Onna ni Naru Ki wa Nai ka_454.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Ikki Mandara_145.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Ikkitousen Gekirin Kousatsu_780.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Ikoku Meiro no Croisée_172.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Ikoku Shoujo to Sumire no Hanataba_416.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Ikusa no Ko Oda Saburou Nobunaga Den_498.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Incandescent Moon_376.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Innocent Rouge Gaiden Ouhi Antoinette Mona Lisa ni Au_559.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Innocent Rouge_446.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Innocents Shounen Juujigun_407.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Innocent_494.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Interview with the Vampire_469.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Ishi no Hana_584.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Isobe Isobee Monogatari Ukiyo wa Tsurai yo_614.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Issak_450.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Itezuru_994.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Itoshi wo Tome  Kimi ga Kokoro wa_622.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Itsuwari no Freja_452.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Itsuwari no Marigold_537.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Jayne Walker_484.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Jeanne_928.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Jesus_380.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Jiangshi X_517.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Jigokuraku Saikyou no Nukenin Gaman no Gabimaru_935.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Jigokuraku Tokubetsuhen Mokke no Mori_908.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Jigokuraku Utakata no Yume_300.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Jin Ping Mei Kiden Honoo no Kuchizuke_524.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Jinba_420.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Jin_903.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
./images/Historical/Joker Game The Animation_892.jpg,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Joker Game_461.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Joryuu Sakka to Yuki_265.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Joujuu Senjin Mushibugyou_787.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Junketsu no Maria Exhibition_890.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Junketsu no Maria_400.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Juu Ninpou Makai Tensei_928.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Juuza Engi Engetsu Sangokuden_105.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Kaasan wa NaturalTaste_573.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Kaedegami_875.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Kage ni Saku Hana_665.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Kage no Matsuri_421.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Kagemusha Tokugawa Ieyasu_906.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Kagerou Inazuma Mizu no Tsuki_336.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Kagome Kagome_752.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/KaguRai Kagura to Raito_411.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Kaika Apartment_390.jpg,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Kainushi wa Akuma_458.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Kairiki no Haha_548.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Kakan no Madonna_285.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Kakan no Raja_956.jpg,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Kakumei no α_903.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Kamasutra_846.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Kami no Fune de Nemuru_521.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Kami no Toride_954.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Kamigurai_936.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Kamui Den_203.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Kamui Gaiden Daiichibu_283.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Kamunabi Imibe Kana  Onna no Shinwa Series_328.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Kamuya Ride_381.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Kaname_288.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Kanaria wa Kiraboshi no Yume wo Miru_556.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Kanashi no Homura Yumemaboroshi no Gotoku_431.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Kanda Gokurachou Shokuninbanashi_865.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Kangibanka_314.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Kanikousen_257.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Kanojo no Omoide_512.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Kantai Collection 4koma Comic Fubuki Ganbarimasu_676.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Kantou Heiya_276.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Karasu ni Hitoe wa Niawanai_494.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Karasu wa Aruji wo Erabanai_151.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Karasu_477.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Kare wa Hanazono de Yume wo Miru_675.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Kasho no Tsuki_866.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Kashoku no Shiro_721.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Katabami to Ougon_143.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Katajikenai_667.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Katana Series_445.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Kawaita Yoru no Machi wo Oyogu_754.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Kaze Hikaru_843.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Kaze Tachinu Miyazaki Hayao no Mousou Comeback_520.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Kaze to Ki no Uta_539.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Kaze yo Banri wo Kake yo_350.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Kazekaze no Hito_218.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Kedakaki Yakusoku_892.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Kemuri to Mitsu_521.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Kenchan to Neko Tokidoki Ahiru_462.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Kendo Shitouden Cestvs_397.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Kenja no Ishi_377.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Kenjutsu Komachi_838.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Kenjuu Tenshi_225.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Kentou Ankokuden Cestvs_262.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Kikai Tonchi Banashi Hanasaka Ikkyuu_135.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Killer Ape_845.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Kimetsu no Yaiba Kataha no Chou_306.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Kimetsu no Yaiba Kaze no Michishirube_404.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Kimetsu no Yaiba Koushiki Fanbook Kisatsutai Kenbunroku_792.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Kimetsu no Yaiba Novelize_407.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Kimetsu no Yaiba Shiawase no Hana_313.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Kimi no Katana ga Oreru made Tsukimiya Matsuri no Koi Gataki_341.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Kimi no Koe_265.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Kimi no Tame nara Shineru_556.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Kimi wa Nazotoki no Ma Chérie_544.jpg,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Kingdom Soushuuhen_942.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Kingdom_428.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Kiniro Japanesque_531.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Kirisuke to Johnny 499giri_211.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Kitsune to Atori_330.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Knights_313.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Kodoku no Kane ga Naru_188.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Koi no Tsubo_833.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Koi Tsukiyo no Himegoto_676.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Koi wa Maiorita_237.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Koihime Soushi_712.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/KoihimeMusou DokiOtome darake no Sangokushi Engi_310.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Kokaku Torimonochou_221.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Komen Fuufu_995.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Konna Karada de Ii no nara_268.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Kono Sekai no Katasumi ni_219.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Konoyo Ibun_414.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Koorihime Kitan_601.jpg,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Kootetsu no Hana_584.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Korogariochite Ame to Muchi_763.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Kotaete My Drifter_827.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Koukoku no Hiiro_164.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Koukoku no Shugosha_346.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Koukyuu Days_368.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Koukyuu no Karasu_104.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Koukyuu no Musubibito_150.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Kourou Series_178.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Koutei Heika no Osewagakari Nyokan Kurashi ga Shiawase Sugite Koukyuu kara Deraremasen_774.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Koutetsu Tenshi Kurumi_774.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Kouya no Hanayome_313.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Kozure Ookami_297.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Kubi wo Kiraneba Wakarumai_555.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Kubidai Hikiukenin_522.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Kubikiri Asa_257.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Kudan no Kuroneko_107.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Kujakuou_291.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Kuro Hakubutsukan Ghost and Lady_664.jpg,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Kuro Hakubutsukan Springald_500.jpg,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Kuro Kishi Monogatari_535.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Kuro no Kishi_395.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Kuro no Shishi_655.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Kurogane Pukapukatai_974.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Kurogane_543.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Kuroi Ame ni Utarete_644.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Kurokami no Helga_660.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Kuroshitsuji Anthology Comic Nijishitsuji_693.jpg,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
./images/Historical/Kurumizawa Yoshihiko no Gukou_140.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Kusuriya no Hitorigoto Gaiden Xiaolan Kaisouroku_738.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Kusuriya no Hitorigoto Maomao no Koukyuu Nazotoki Techou_658.jpg,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Kusuriya no Hitorigoto_582.jpg,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Kutsuzure Sensen Majo Vasenka no Sensou_290.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Kuuchuu Teien_654.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Kyousantou Sengen_511.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Lady Detective_843.jpg,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Lady Mitsuko_581.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Lady_610.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Lala no Kekkon_744.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Le Chevalier DEon_419.jpg,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Legend of Nereid_258.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Lemon Kid_868.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Les Misérables_591.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Liang Bu Yi_945.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Lindbergh_327.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Lingerie_886.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Lord_952.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Lost In London_596.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Loulan Yi Meng_387.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
./images/Historical/Love Letter_526.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
